code_muni,name,state,lat,lon
4300059,Água Santa,RS,-28.21224195,-52.062909051865134
2600500,Águas Belas,PE,-9.1024894,-37.06315345743958
3500402,Águas da Prata,SP,-21.91750555,-46.700616047132854
4200507,Águas de Chapecó,SC,-27.053193,-52.93745321071232
3500501,Águas de Lindóia,SP,-22.475903799999998,-46.60955396710994
3500550,Águas de Santa Bárbara,SP,-22.879193,-49.28696365936353
3500600,Águas de São Pedro,SP,-22.599261,-47.876639105646056
3100906,Águas Formosas,MG,-17.036702,-40.992040461818675
4200556,Águas Frias,SC,-26.847597549999996,-52.85931477348907
5200258,Águas Lindas de Goiás,GO,-15.746889149999998,-48.28028101307481
4200606,Águas Mornas,SC,-27.745800950000003,-48.94099980514335
3101003,Águas Vermelhas,MG,-15.723903999999997,-41.52487984297521
4300109,Agudo,RS,-29.642547750000002,-53.26889734943407
3500709,Agudos,SP,-22.560708899999995,-49.0864861000621
4100301,Agudos do Sul,PR,-26.04078645,-49.307682256529446
3200136,Águia Branca,ES,-18.99574415,-40.70090786528483
2500205,Aguiar,PB,-7.085317849999999,-38.21326258232208
1700301,Aguiarnópolis,TO,-6.502447500000001,-47.504280964214416
3101102,Aimorés,MG,-19.659454999999998,-41.26378400723237
2900603,Aiquara,BA,-14.0970007,-39.88143109212781
2300408,Aiuaba,CE,-6.58512185,-40.31366811168102
3101201,Aiuruoca,MG,-21.951949499999998,-44.65428562611012
4300208,Ajuricaba,RS,-28.2081734,-53.730041138292464
3101300,Alagoa,MG,-22.183084499999996,-44.64705864306931
2500304,Alagoa Grande,PB,-7.0483981,-35.591440615995886
2500403,Alagoa Nova,PB,-7.0643468500000015,-35.77584205110825
2600609,Alagoinha,PE,-8.5084965,-36.75660510377662
2500502,Alagoinha,PB,-6.9711446,-35.5170262706485
2200251,Alagoinha do Piauí,PI,-6.9546002,-40.910910735003625
2900702,Alagoinhas,BA,-12.106156050000001,-38.3624410442034
3500758,Alambari,SP,-23.550458149999997,-47.86948309100601
3101409,Albertina,MG,-22.199119999999994,-46.61722226710754
2100204,Alcântara,MA,-2.3910247499999997,-44.513353490221185
2300507,Alcântaras,CE,-3.5838962999999993,-40.55058600962103
2500536,Alcantil,PB,-7.69748515,-36.04539535144059
5000252,Alcinópolis,MS,-18.226014549999995,-53.74213175337441
2900801,Alcobaça,BA,-17.4689293,-39.39924514076226
2100303,Aldeias Altas,MA,-4.470524750000001,-43.37823190670767
